"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
3.0,63.0,3.0,0.08585715293884277,"microsoft takes lead in pda software microsoft corp 's software platform for personal digital [[assistants]] took over the market lead from palmsource inc for the first time in the third quarter , according to market research released friday",2.0,0.6312611103057861,"microsoft takes lead in pda software microsoft corp 's software platform for personal digital [[housekeepers]] took over the market lead from palmsource inc for the first time in the third quarter , according to market research released friday","Successful"
1.0,345.0,1.0,0.00014483928680419922,"[[brockton]] [[upset]] [[makes]] waltham 's [[day]] waltham [[paul]] mayberry was [[dripping]] , [[luis]] [[cotto]] was [[weeping]] , and alex [[russo]] was [[kneeling]] on the sideline",1.0,0.02727895975112915,"[[burlington]] [[enraged]] [[do]] waltham 's [[dias]] waltham [[paulo]] mayberry was [[rotting]] , [[luiz]] [[nogueira]] was [[yelling]] , and alex [[mosca]] was [[reclining]] on the sideline","Failed"
0.0,313.0,0.0,0.0002028346061706543,"restive [[maldives]] [[eases]] curfew after rounding up dissidents \( afp \) afp a curfew in the capital of the [[maldives]] was [[eased]] but [[parliament]] [[sessions]] were put off indefinitely and [[emergency]] rule continued following last [[week]] 's [[riots]] , [[officials]] and [[residents]] said",3.0,0.5396418571472168,"restive [[barbados]] [[underestimates]] curfew after rounding up dissidents \( afp \) afp a curfew in the capital of the [[atoll]] was [[relieving]] but [[mps]] [[cycles]] were put off indefinitely and [[contingency]] rule continued following last [[weeks]] 's [[nuisances]] , [[execs]] and [[populations]] said","Successful"
3.0,150.0,3.0,0.00039070844650268555,"cray promotes two [[execs]] ly huong pham becomes the supercomputer maker 's [[senior]] vice president of operations , and peter ungaro is [[made]] senior vice president for [[sales]] , marketing and services",2.0,0.5685969591140747,"cray promotes two [[insiders]] ly huong pham becomes the supercomputer maker 's [[ancient]] vice president of operations , and peter ungaro is [[realized]] senior vice president for [[selling]] , marketing and services","Successful"
2.0,398.0,2.0,0.00043016672134399414,"the next [[shock]] not oil , but debt the [[american]] economic [[ship]] , which [[has]] weathered the [[recent]] [[run]] up in crude oil [[prices]] , may [[be]] more [[vulnerable]] to [[sudden]] [[surges]] in the price of [[money]]",0.0,0.5908181667327881,"the next [[upheavals]] not oil , but debt the [[latin]] economic [[boat]] , which [[have]] weathered the [[previous]] [[administer]] up in crude oil [[taxes]] , may [[represented]] more [[needy]] to [[brutal]] [[increases]] in the price of [[funding]]","Successful"
1.0,260.0,1.0,6.80685043334961e-05,"no 5 [[north]] [[carolina]] 63 , no 24 [[villanova]] 56 the [[north]] [[carolina]] [[tar]] [[heels]] [[put]] their [[lackluster]] first half behind them then they [[did]] the same to [[villanova]] after [[scoring]] just 25 [[points]] in the first half , the no",3.0,0.6762549877166748,"no 5 [[northerly]] [[mississippi]] 63 , no 24 [[syracuse]] 56 the [[nordic]] [[caroline]] [[oils]] [[fingernails]] [[render]] their [[lame]] first half behind them then they [[became]] the same to [[creighton]] after [[classifications]] just 25 [[subjects]] in the first half , the no","Successful"
2.0,1.0,3.0,0.9984416961669922,"intel to delay product aimed for high definition tvs san francisco in the latest of a series of product delays , intel corp has postponed the launch of a video display chip it had previously planned to introduce by year end , putting off a showdown with texas instruments inc in the fast growing market for high definition television displays",3.0,0.9984416961669922,"intel to delay product aimed for high definition tvs san francisco in the latest of a series of product delays , intel corp has postponed the launch of a video display chip it had previously planned to introduce by year end , putting off a showdown with texas instruments inc in the fast growing market for high definition television displays","Skipped"
0.0,112.0,0.0,0.2616787552833557,"hurricane ivan roars toward gulf coast new orleans stragglers streamed toward higher ground wednesday on highways [[turned]] into one way evacuation routes and surf started eroding beaches as hurricane ivan roared toward the gulf coast with 140 mph wind nearly 200 miles wide , ivan could cause significant damage no matter where it strikes , as hurricane force wind extended up to 105 miles out from the center",2.0,0.6691648364067078,"hurricane ivan roars toward gulf coast new orleans stragglers streamed toward higher ground wednesday on highways [[gotten]] into one way evacuation routes and surf started eroding beaches as hurricane ivan roared toward the gulf coast with 140 mph wind nearly 200 miles wide , ivan could cause significant damage no matter where it strikes , as hurricane force wind extended up to 105 miles out from the center","Successful"
1.0,267.0,1.0,6.461143493652344e-05,"celtics [[put]] it together new york in the [[wake]] of a second straight fourth quarter collapse friday [[night]] , [[coach]] doc [[rivers]] [[said]] , quot it just [[does]] n't [[take]] a lot to [[distract]] [[us]] right now quot",2.0,0.6553522348403931,"celtics [[brought]] it together new york in the [[causing]] of a second straight fourth quarter collapse friday [[interferes]] , [[buses]] doc [[river]] [[reported]] , quot it just [[va]] n't [[carry]] a lot to [[divert]] [[our]] right now quot","Successful"
0.0,210.0,0.0,0.0005560517311096191,"intel officials have bleak view for [[iraq]] washington the national [[intelligence]] council presented president bush this summer with several [[pessimistic]] scenarios regarding the security situation in [[iraq]] , [[including]] the possibility of a civil war there before the end of 2005 in a highly [[classified]] national intelligence estimate , the council looked at the political , economic and security situation in the war torn country and determined that at best stability in iraq would be tenuous , a u s",3.0,0.5568200349807739,"intel officials have bleak view for [[pentagon]] washington the national [[knowledge]] council presented president bush this summer with several [[darth]] scenarios regarding the security situation in [[najaf]] , [[understand]] the possibility of a civil war there before the end of 2005 in a highly [[secrets]] national intelligence estimate , the council looked at the political , economic and security situation in the war torn country and determined that at best stability in iraq would be tenuous , a u s","Successful"
1.0,165.0,1.0,8.463859558105469e-05,"new memories warm heart of this bosox fan is it really true \? [[did]] it really happen \? or was that just the [[figment]] of some [[boston]] red sox [[fanatic]] 39 s wild imagination \? did the red sox really [[win]] the world [[series]] for the first time since 1918 by sweeping the [[st]]",2.0,0.8275737762451172,"new memories warm heart of this bosox fan is it really true \? [[become]] it really happen \? or was that just the [[produces]] of some [[hartford]] red sox [[parochial]] 39 s wild imagination \? did the red sox really [[earning]] the world [[periodicals]] for the first time since 1918 by sweeping the [[thoroughfare]]","Successful"
0.0,222.0,0.0,0.0002167820930480957,"facing [[arrest]] , [[uma]] bharti quits as madhya [[pradesh]] chief [[bhopal]] \( pti \) madhya [[pradesh]] chief minister uma bharti has been forced out of [[office]] after [[four]] days of [[political]] drama as the issue of [[tainted]] ministers [[came]] back to haunt the bharatiya janata [[party]]",2.0,0.6491250395774841,"facing [[net]] , [[não]] bharti quits as madhya [[crore]] chief [[lucknow]] \( pti \) madhya [[nadu]] chief minister uma bharti has been forced out of [[board]] after [[three]] days of [[strategic]] drama as the issue of [[faulty]] ministers [[entries]] back to haunt the bharatiya janata [[proportion]]","Successful"
3.0,228.0,3.0,0.00020581483840942383,"nhs [[signs]] nine year extension with microsoft the national health service \( nhs \) has [[extended]] a [[software]] [[licensing]] deal with microsoft for nine years three times longer than its [[current]] [[agreement]]",2.0,0.5324513912200928,"nhs [[indicator]] nine year extension with microsoft the national health service \( nhs \) has [[elongated]] a [[sw]] [[letting]] deal with microsoft for nine years three times longer than its [[underway]] [[accord]]","Successful"
0.0,547.0,0.0,0.000433504581451416,"[[gunmen]] [[seize]] [[three]] [[britons]] in [[baghdad]] \( [[reuters]] \) reuters [[three]] [[british]] [[nationals]] , [[believed]] to [[be]] [[civilians]] , were [[snatched]] by [[gunmen]] from a [[house]] in [[central]] [[baghdad]] [[early]] on [[thursday]] , [[iraq]] 's interior [[ministry]] [[said]]",0.0,0.4919160008430481,"[[shortstop]] [[catching]] [[five]] [[anglia]] in [[basra]] \( [[newsday]] \) reuters [[two]] [[uk]] [[counties]] , [[reputed]] to [[got]] [[citizens]] , were [[abducted]] by [[warriors]] from a [[hostel]] in [[imperative]] [[afghanistan]] [[timely]] on [[tuesday]] , [[iranian]] 's interior [[minster]] [[talked]]","Failed"
2.0,379.0,2.0,0.00022536516189575195,"[[news]] corp net profit soars 27 [[news]] [[corp]] [[saw]] healthy gains in [[profit]] and [[revenue]] in the fiscal first [[quarter]] helped by [[growth]] in advertising at the fox news [[channel]] and the fox [[broadcast]] [[network]] , as",0.0,0.5190428495407104,"[[press]] corp net profit soars 27 [[presse]] [[eilat]] [[followed]] healthy gains in [[wage]] and [[dividend]] in the fiscal first [[quarterly]] helped by [[increases]] in advertising at the fox news [[tube]] and the fox [[emission]] [[webs]] , as","Successful"
1.0,543.0,1.0,9.500980377197266e-05,"[[memphis]] [[indefinitely]] suspends sean banks [[memphis]] [[forward]] sean banks was [[suspended]] [[indefinitely]] [[tuesday]] for violating [[team]] [[rules]] [[coach]] [[john]] calipari did not [[provide]] [[further]] [[information]] about the [[violation]]",1.0,0.0326884388923645,"[[oklahoma]] [[eternally]] suspends sean banks [[oklahoma]] [[impatiently]] sean banks was [[deadlocked]] [[ever]] [[sonntag]] for violating [[computers]] [[laws]] [[instructors]] [[jane]] calipari did not [[render]] [[langer]] [[informed]] about the [[abuses]]","Failed"
0.0,274.0,0.0,0.0006184577941894531,"two u s [[soldiers]] killed in [[iraq]] bombings \( ap \) ap two american [[soldiers]] were killed and two others were [[wounded]] in separate [[bombings]] that [[occurred]] within hours , the u s [[military]] [[said]] [[thursday]]",1.0,0.7193187475204468,"two u s [[solider]] killed in [[taliban]] bombings \( ap \) ap two american [[wrestlers]] were killed and two others were [[infections]] in separate [[outbursts]] that [[arisen]] within hours , the u s [[solider]] [[mention]] [[sunday]]","Successful"
3.0,88.0,3.0,0.03135812282562256,"gates says [[broadcast]] [[tv]] model faces irrelevancy bill gates predicts a future for the entertainment industry in which traditional broadcast television is rendered irrelevant it 's a positive vision , however , because new and better business models made possible by technology are emerging",2.0,0.5984251499176025,"gates says [[broadcaster]] [[gonzalez]] model faces irrelevancy bill gates predicts a future for the entertainment industry in which traditional broadcast television is rendered irrelevant it 's a positive vision , however , because new and better business models made possible by technology are emerging","Successful"
0.0,1.0,3.0,0.9997434616088867,"why 2004 was the year of the blog a us dictionary publisher declares blog as one of the words of the year",3.0,0.9997434616088867,"why 2004 was the year of the blog a us dictionary publisher declares blog as one of the words of the year","Skipped"
2.0,109.0,2.0,0.09064489603042603,"dollar dives to record low vs euro london \( reuters \) the dollar crashed through key barriers to a record low on the euro and a 7 month low on the yen on wednesday , as concern mounted a forthcoming g20 [[finance]] ministers ' [[meeting]] would do little to halt its slide",0.0,0.5789486765861511,"dollar dives to record low vs euro london \( reuters \) the dollar crashed through key barriers to a record low on the euro and a 7 month low on the yen on wednesday , as concern mounted a forthcoming g20 [[hacienda]] ministers ' [[assemblies]] would do little to halt its slide","Successful"
3.0,316.0,3.0,0.0003273487091064453,"[[scientists]] [[volcano]] [[monitoring]] [[funds]] [[low]] \( ap \) ap for lack of funds , more than a third of the [[nation]] 's truly dangerous volcanos lack even a seismometer for [[detecting]] [[signs]] of an [[impending]] eruption , scientists say",0.0,0.5197094678878784,"[[intellectuals]] [[burst]] [[inspections]] [[hacienda]] [[limited]] \( ap \) ap for lack of funds , more than a third of the [[nationality]] 's truly dangerous volcanos lack even a seismometer for [[detector]] [[symbol]] of an [[imminent]] eruption , scientists say","Successful"
3.0,209.0,3.0,0.010252714157104492,"[[arctic]] team finds [[ship]] [[remains]] a team retracing the route of a group of victorian arctic explorers have [[found]] [[parts]] of their 172 year old ship",0.0,0.5282019376754761,"[[polar]] team finds [[lifeboat]] [[endures]] a team retracing the route of a group of victorian arctic explorers have [[faced]] [[items]] of their 172 year old ship","Successful"
1.0,454.0,1.0,0.00010907649993896484,"italy sicilian derby [[ends]] in draw [[palermo]] , [[nov]] 11 \( [[sw]] \) after a 39 year [[wait]] for a serie a sicilian derby , the [[match]] between [[palermo]] and [[messina]] on thursday [[managed]] only a 0 0 draw",1.0,0.004940390586853027,"italy sicilian derby [[finish]] in draw [[naples]] , [[august]] 11 \( [[software]] \) after a 39 year [[impatience]] for a serie a sicilian derby , the [[copulation]] between [[naples]] and [[calabria]] on thursday [[administers]] only a 0 0 draw","Failed"
0.0,710.0,0.0,0.000526130199432373,"[[pakistan]] [[says]] to [[give]] [[extra]] [[security]] to chinese [[pakistan]] [[will]] [[provide]] [[extra]] [[security]] to the chinese [[working]] in the [[country]] and [[pursue]] a former [[guantanamo]] [[bay]] [[inmate]] who [[masterminded]] the [[abduction]] of two chinese [[engineers]] , the [[interior]] [[minister]] [[said]] on [[saturday]]",0.0,0.29725807905197144,"[[pakistanis]] [[avowed]] to [[render]] [[extras]] [[protections]] to chinese [[pakistani]] [[going]] [[provision]] [[farther]] [[safer]] to the chinese [[trabajo]] in the [[canada]] and [[strive]] a former [[gitmo]] [[wan]] [[penitentiary]] who [[masterminding]] the [[misappropriation]] of two chinese [[technology]] , the [[domestic]] [[departments]] [[commented]] on [[ayer]]","Failed"
3.0,193.0,3.0,0.00242692232131958,"fellowship of the customized ring [[tone]] in a short time , in a public way while on metro , or in line at starbucks , or inside a movie theater ring [[tones]] [[signal]] who you are or who you want people to think you are [[lt]] font face verdana , ms sans serif , arial , helvetica [[size]] 2 color 666666 gt lt b gt the washington [[post]] [[lt]] b gt lt [[font]] gt",2.0,0.5458335280418396,"fellowship of the customized ring [[ringtone]] in a short time , in a public way while on metro , or in line at starbucks , or inside a movie theater ring [[niceties]] [[signals]] who you are or who you want people to think you are [[lieut]] font face verdana , ms sans serif , arial , helvetica [[confection]] 2 color 666666 gt lt b gt the washington [[jobs]] [[lieut]] b gt lt [[fuentes]] gt","Successful"
2.0,291.0,2.0,0.00023859739303588867,"[[air]] canada to [[buy]] 45 [[aircraft]] from embraer scheduled to fly out of [[bankruptcy]] [[court]] [[shelter]] this week , [[air]] canada announced a deal wednesday to buy 45 embraer [[aircraft]] in a deal worth at least 1",0.0,0.959110677242279,"[[aeroplanes]] canada to [[bribe]] 45 [[helicopter]] from embraer scheduled to fly out of [[debacle]] [[tribunals]] [[asylum]] this week , [[aeroplanes]] canada announced a deal wednesday to buy 45 embraer [[helicopter]] in a deal worth at least 1","Successful"
0.0,103.0,0.0,0.006019473075866699,"pm to discuss strategic partnership prime minister manmohan singh arrived on tuesday for the first major [[diplomatic]] [[foray]] that includes talks with us president george w bush , [[pakistan]] president [[pervez]] musharraf and address to the un [[general]] [[assembly]]",2.0,0.6831950545310974,"pm to discuss strategic partnership prime minister manmohan singh arrived on tuesday for the first major [[foreign]] [[assaults]] that includes talks with us president george w bush , [[punjabi]] president [[naveed]] musharraf and address to the un [[global]] [[plenary]]","Successful"
